queue_name,priority,queue_duration,artificial_duration,calldate,startqueue,endqueue,queue_interval
cg-us_ts_post_diwm,MEDIUM,50,50,2020-10-05,2020-10-05 10:26:01,2020-10-05 10:26:51,50
cg-us_ts_diwm,MEDIUM,504,504,2020-10-05,2020-10-05 15:43:06,2020-10-05 15:51:30,504
cg-us_ps_specialty_paid,MEDIUM,6,6,2020-10-05,2020-10-05 07:35:54,2020-10-05 07:36:00,6
cg-us_ts_diwm_mobile,MEDIUM,50,50,2020-10-05,2020-10-05 13:59:28,2020-10-05 14:00:18,50
cg-us_ts_paid,MEDIUM,284,284,2020-10-05,2020-10-05 11:48:45,2020-10-05 11:53:29,284
cg-us_ts_post,MEDIUM,230,230,2020-10-05,2020-10-05 10:27:13,2020-10-05 10:31:03,230
cg-us_ts_paid,MEDIUM,239,239,2020-10-05,2020-10-05 10:56:43,2020-10-05 11:00:42,239
cg-us_ts_post,MEDIUM,1905,1905,2020-10-05,2020-10-05 14:20:05,2020-10-05 14:51:50,1905
cg-us_ts_post_diwm,MEDIUM,571,571,2020-10-05,2020-10-05 14:07:32,2020-10-05 14:17:03,571
cg-us_ts_post,MEDIUM,271,271,2020-10-05,2020-10-05 14:44:25,2020-10-05 14:48:56,271
cg-us_ts_post,MEDIUM,7,7,2020-10-05,2020-10-05 07:51:55,2020-10-05 07:52:02,7
cg-us_ts_post,MEDIUM,382,382,2020-10-05,2020-10-05 12:24:26,2020-10-05 12:30:48,382
cg-us_ts_diwm,MEDIUM,16,16,2020-10-05,2020-10-05 09:41:03,2020-10-05 09:41:19,16
cg-us_ps_specialty_paid,HIGH,18,78,2020-10-05,2020-10-05 11:29:35,2020-10-05 11:29:53,18
cg-us_ts_post,MEDIUM,263,263,2020-10-05,2020-10-05 09:01:04,2020-10-05 09:05:27,263
cg-us_ps_specialty_paid,MEDIUM,20,20,2020-10-05,2020-10-05 10:05:50,2020-10-05 10:06:10,20
cg-us_ts_post_diwm,MEDIUM,3,3,2020-10-05,2020-10-05 08:25:50,2020-10-05 08:25:53,3
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-05,2020-10-05 16:10:29,2020-10-05 16:10:34,5
cg-us_ts_post,MEDIUM,465,465,2020-10-05,2020-10-05 11:19:45,2020-10-05 11:27:30,465
cg-us_ts_post,MEDIUM,459,459,2020-10-05,2020-10-05 09:32:15,2020-10-05 09:39:54,459
cg-us_ts_post,MEDIUM,277,277,2020-10-05,2020-10-05 08:41:43,2020-10-05 08:46:20,277
cg-us_ts_post,MEDIUM,483,483,2020-10-05,2020-10-05 10:45:37,2020-10-05 10:53:40,483
cg-us_ts_paid,MEDIUM,291,291,2020-10-05,2020-10-05 16:03:23,2020-10-05 16:08:14,291
cg-us_ts_post_diwm,MEDIUM,21,21,2020-10-05,2020-10-05 08:28:32,2020-10-05 08:28:53,21
cg-us_ts_post_diwm,MEDIUM,22,22,2020-10-05,2020-10-05 06:33:37,2020-10-05 06:33:59,22
cg-us_ts_post,MEDIUM,9,9,2020-10-05,2020-10-05 08:35:42,2020-10-05 08:35:51,9
cg-us_ts_paid,MEDIUM,379,379,2020-10-05,2020-10-05 13:07:16,2020-10-05 13:13:35,379
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-05,2020-10-05 07:42:21,2020-10-05 07:42:26,5
cg-us_ts_post_diwm,MEDIUM,370,370,2020-10-05,2020-10-05 13:27:19,2020-10-05 13:33:29,370
cg-us_ts_post,HIGH,334,394,2020-10-05,2020-10-05 09:46:42,2020-10-05 09:52:16,334
cg-us_ts_post_diwm,MEDIUM,571,571,2020-10-05,2020-10-05 14:09:10,2020-10-05 14:18:41,571
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-05,2020-10-05 06:07:30,2020-10-05 06:07:35,5
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-05,2020-10-05 08:29:50,2020-10-05 08:29:55,5
cg-us_ts_post,MEDIUM,1575,1575,2020-10-05,2020-10-05 13:21:26,2020-10-05 13:47:41,1575
cg-us_ps_specialty_paid,MEDIUM,26,26,2020-10-05,2020-10-05 11:21:42,2020-10-05 11:22:08,26
cg-us_ts_diwm,MEDIUM,219,219,2020-10-05,2020-10-05 13:23:25,2020-10-05 13:27:04,219
cg-us_ts_post_diwm,MEDIUM,313,313,2020-10-05,2020-10-05 13:15:32,2020-10-05 13:20:45,313
cg-us_ts_post_diwm,MEDIUM,397,397,2020-10-05,2020-10-05 14:51:51,2020-10-05 14:58:28,397
cg-us_ts_post,MEDIUM,25,25,2020-10-05,2020-10-05 10:34:10,2020-10-05 10:34:35,25
cg-us_ps_specialty_paid,MEDIUM,18,18,2020-10-05,2020-10-05 12:38:43,2020-10-05 12:39:01,18
cg-us_ps_specialty_paid,MEDIUM,159,159,2020-10-05,2020-10-05 12:30:52,2020-10-05 12:33:31,159
cg-us_ps_specialty_paid,MEDIUM,26,26,2020-10-05,2020-10-05 09:21:00,2020-10-05 09:21:26,26
cg-us_ts_diwm,MEDIUM,133,133,2020-10-05,2020-10-05 11:58:16,2020-10-05 12:00:29,133
cg-us_ts_post_diwm,MEDIUM,384,384,2020-10-05,2020-10-05 14:52:13,2020-10-05 14:58:37,384
cg-us_ts_diwm_mobile,MEDIUM,44,44,2020-10-05,2020-10-05 15:59:40,2020-10-05 16:00:24,44
cg-us_ps_specialty_paid,MEDIUM,4,4,2020-10-05,2020-10-05 09:49:31,2020-10-05 09:49:35,4
cg-us_ts_post,MEDIUM,380,380,2020-10-05,2020-10-05 09:31:44,2020-10-05 09:38:04,380
cg-us_ts_post,MEDIUM,2023,2023,2020-10-05,2020-10-05 13:49:43,2020-10-05 14:23:26,2023
cg-us_ts_diwm,MEDIUM,91,91,2020-10-05,2020-10-05 09:43:25,2020-10-05 09:44:56,91
cg-us_ts_paid,MEDIUM,171,171,2020-10-05,2020-10-05 12:10:55,2020-10-05 12:13:46,171
cg-us_ts_post,MEDIUM,381,381,2020-10-05,2020-10-05 10:37:27,2020-10-05 10:43:48,381
cg-us_ps_specialty_paid,MEDIUM,464,464,2020-10-05,2020-10-05 13:46:51,2020-10-05 13:54:35,464
cg-us_ts_post,MEDIUM,230,230,2020-10-05,2020-10-05 11:01:53,2020-10-05 11:05:43,230
cg-us_ts_post_diwm,MEDIUM,497,497,2020-10-05,2020-10-05 13:30:26,2020-10-05 13:38:43,497
cg-us_ps_specialty_paid,MEDIUM,231,231,2020-10-05,2020-10-05 14:52:17,2020-10-05 14:56:08,231
cg-us_ts_paid,MEDIUM,34,34,2020-10-05,2020-10-05 09:20:23,2020-10-05 09:20:57,34
cg-us_ts_post,HIGH,17,77,2020-10-05,2020-10-05 07:20:36,2020-10-05 07:20:53,17
cg-us_ts_post_diwm,MEDIUM,20,20,2020-10-05,2020-10-05 06:57:01,2020-10-05 06:57:21,20
cg-us_ts_post,MEDIUM,17,17,2020-10-05,2020-10-05 07:27:31,2020-10-05 07:27:48,17
cg-us_ts_post,MEDIUM,383,383,2020-10-05,2020-10-05 16:19:05,2020-10-05 16:25:28,383
cg-us_ts_post,MEDIUM,2054,2054,2020-10-05,2020-10-05 14:56:08,2020-10-05 15:30:22,2054
cg-us_ts_post,MEDIUM,245,245,2020-10-05,2020-10-05 14:18:30,2020-10-05 14:22:35,245
cg-us_ts_post,MEDIUM,610,610,2020-10-05,2020-10-05 16:04:05,2020-10-05 16:14:15,610
cg-us_ts_post_diwm,MEDIUM,78,78,2020-10-05,2020-10-05 09:31:06,2020-10-05 09:32:24,78
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-05,2020-10-05 10:06:22,2020-10-05 10:06:27,5
cg-us_ps_specialty_paid,MEDIUM,42,42,2020-10-05,2020-10-05 13:02:06,2020-10-05 13:02:48,42
cg-us_ts_post,MEDIUM,1167,1167,2020-10-05,2020-10-05 16:05:56,2020-10-05 16:25:23,1167
cg-us_ts_post,HIGH,1930,1990,2020-10-05,2020-10-05 15:26:11,2020-10-05 15:58:21,1930
cg-us_ts_paid,MEDIUM,310,310,2020-10-05,2020-10-05 12:35:43,2020-10-05 12:40:53,310
cg-us_ps_specialty_paid,MEDIUM,447,447,2020-10-05,2020-10-05 15:14:08,2020-10-05 15:21:35,447
cg-us_ts_post,MEDIUM,18,18,2020-10-05,2020-10-05 06:24:37,2020-10-05 06:24:55,18
cg-us_ps_specialty_paid,MEDIUM,146,146,2020-10-05,2020-10-05 13:14:13,2020-10-05 13:16:39,146
cg-us_ts_diwm,MEDIUM,26,26,2020-10-05,2020-10-05 16:43:57,2020-10-05 16:44:23,26
cg-us_ts_post,MEDIUM,115,115,2020-10-05,2020-10-05 12:04:45,2020-10-05 12:06:40,115
cg-us_ts_post,HIGH,48,108,2020-10-05,2020-10-05 07:45:57,2020-10-05 07:46:45,48
cg-us_ts_post,MEDIUM,812,812,2020-10-05,2020-10-05 11:48:43,2020-10-05 12:02:15,812
cg-us_ts_post_diwm,MEDIUM,276,276,2020-10-05,2020-10-05 14:51:47,2020-10-05 14:56:23,276
cg-us_ps_specialty_paid,MEDIUM,124,124,2020-10-05,2020-10-05 13:25:33,2020-10-05 13:27:37,124
cg-us_ts_paid,MEDIUM,322,322,2020-10-05,2020-10-05 12:55:07,2020-10-05 13:00:29,322
cg-us_ts_diwm,MEDIUM,289,289,2020-10-05,2020-10-05 15:46:59,2020-10-05 15:51:48,289
cg-us_ts_post_diwm,MEDIUM,132,132,2020-10-05,2020-10-05 12:33:16,2020-10-05 12:35:28,132
cg-us_ts_paid,MEDIUM,175,175,2020-10-05,2020-10-05 08:41:04,2020-10-05 08:43:59,175
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-05,2020-10-05 12:27:28,2020-10-05 12:27:33,5
cg-us_ps_specialty_paid,MEDIUM,12,12,2020-10-05,2020-10-05 08:29:14,2020-10-05 08:29:26,12
cg-us_ts_post_diwm,MEDIUM,1098,1098,2020-10-05,2020-10-05 14:05:06,2020-10-05 14:23:24,1098
cg-us_ts_post,MEDIUM,861,861,2020-10-05,2020-10-05 12:35:23,2020-10-05 12:49:44,861
cg-us_ts_diwm,MEDIUM,248,248,2020-10-05,2020-10-05 16:48:26,2020-10-05 16:52:34,248
cg-us_ts_paid,MEDIUM,208,208,2020-10-05,2020-10-05 15:17:53,2020-10-05 15:21:21,208
cg-us_ts_post,MEDIUM,628,628,2020-10-05,2020-10-05 11:23:21,2020-10-05 11:33:49,628
cg-us_ts_post,MEDIUM,317,317,2020-10-05,2020-10-05 11:10:05,2020-10-05 11:15:22,317
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-05,2020-10-05 06:42:03,2020-10-05 06:42:08,5
cg-us_ts_post_diwm,MEDIUM,29,29,2020-10-05,2020-10-05 07:51:52,2020-10-05 07:52:21,29
cg-us_ps_specialty_paid,MEDIUM,456,456,2020-10-05,2020-10-05 15:30:29,2020-10-05 15:38:05,456
cg-us_ts_post,MEDIUM,548,548,2020-10-05,2020-10-05 10:03:03,2020-10-05 10:12:11,548
cg-us_ts_post,MEDIUM,409,409,2020-10-05,2020-10-05 09:45:48,2020-10-05 09:52:37,409
cg-us_ts_post_diwm,MEDIUM,305,305,2020-10-05,2020-10-05 14:36:01,2020-10-05 14:41:06,305
cg-us_ps_specialty_paid,MEDIUM,19,19,2020-10-05,2020-10-05 10:18:16,2020-10-05 10:18:35,19
cg-us_ts_post,MEDIUM,801,801,2020-10-05,2020-10-05 12:37:30,2020-10-05 12:50:51,801
cg-us_ps_specialty_paid,MEDIUM,4,4,2020-10-05,2020-10-05 09:17:46,2020-10-05 09:17:50,4
cg-us_ps_specialty_paid,MEDIUM,27,27,2020-10-05,2020-10-05 09:26:05,2020-10-05 09:26:32,27
cg-us_ts_post,MEDIUM,142,142,2020-10-05,2020-10-05 09:04:23,2020-10-05 09:06:45,142
cg-us_ts_post,MEDIUM,17,17,2020-10-05,2020-10-05 06:10:36,2020-10-05 06:10:53,17
cg-us_ts_post,MEDIUM,222,222,2020-10-05,2020-10-05 14:12:04,2020-10-05 14:15:46,222
cg-us_ps_specialty_paid,MEDIUM,455,455,2020-10-05,2020-10-05 14:27:47,2020-10-05 14:35:22,455
cg-us_ts_diwm,MEDIUM,115,115,2020-10-05,2020-10-05 11:46:53,2020-10-05 11:48:48,115
cg-us_ts_post,MEDIUM,1983,1983,2020-10-05,2020-10-05 14:32:17,2020-10-05 15:05:20,1983
cg-us_ps_specialty_paid,MEDIUM,191,191,2020-10-05,2020-10-05 13:52:56,2020-10-05 13:56:07,191
cg-us_ts_post_diwm,MEDIUM,120,120,2020-10-05,2020-10-05 11:17:26,2020-10-05 11:19:26,120
cg-us_ts_paid,MEDIUM,176,176,2020-10-05,2020-10-05 09:42:31,2020-10-05 09:45:27,176
cg-us_ts_post_diwm,MEDIUM,5,5,2020-10-05,2020-10-05 07:59:50,2020-10-05 07:59:55,5
cg-us_ts_post_diwm,MEDIUM,185,185,2020-10-05,2020-10-05 11:37:21,2020-10-05 11:40:26,185
cg-us_ts_post_diwm,MEDIUM,443,443,2020-10-05,2020-10-05 15:08:07,2020-10-05 15:15:30,443
cg-us_ts_post_diwm,MEDIUM,498,498,2020-10-05,2020-10-05 14:46:27,2020-10-05 14:54:45,498
cg-us_ts_post,MEDIUM,446,446,2020-10-05,2020-10-05 10:01:57,2020-10-05 10:09:23,446
cg-us_ts_post,MEDIUM,4,4,2020-10-05,2020-10-05 16:02:26,2020-10-05 16:02:30,4
cg-us_ts_post,MEDIUM,427,427,2020-10-05,2020-10-05 10:49:39,2020-10-05 10:56:46,427
cg-us_ts_diwm,MEDIUM,35,35,2020-10-05,2020-10-05 09:42:40,2020-10-05 09:43:15,35
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-05,2020-10-05 10:45:47,2020-10-05 10:45:52,5
cg-us_ts_post,MEDIUM,390,390,2020-10-05,2020-10-05 10:20:13,2020-10-05 10:26:43,390
cg-us_ts_paid,MEDIUM,252,252,2020-10-05,2020-10-05 11:26:36,2020-10-05 11:30:48,252
cg-us_ts_post_diwm,MEDIUM,474,474,2020-10-05,2020-10-05 16:11:29,2020-10-05 16:19:23,474
cg-us_ps_specialty_paid,MEDIUM,192,192,2020-10-05,2020-10-05 12:32:36,2020-10-05 12:35:48,192
cg-us_ps_specialty_paid,MEDIUM,4,4,2020-10-05,2020-10-05 06:44:22,2020-10-05 06:44:26,4
cg-us_ts_diwm,MEDIUM,7,7,2020-10-05,2020-10-05 09:40:46,2020-10-05 09:40:53,7
cg-us_ts_post,MEDIUM,462,462,2020-10-05,2020-10-05 10:48:58,2020-10-05 10:56:40,462
cg-us_ts_paid,MEDIUM,631,631,2020-10-05,2020-10-05 11:48:59,2020-10-05 11:59:30,631
cg-us_ts_post_diwm,MEDIUM,496,496,2020-10-05,2020-10-05 15:08:20,2020-10-05 15:16:36,496
cg-us_ts_post,MEDIUM,2056,2056,2020-10-05,2020-10-05 15:07:30,2020-10-05 15:41:46,2056
cg-us_ts_post_diwm,MEDIUM,270,270,2020-10-05,2020-10-05 11:48:56,2020-10-05 11:53:26,270
cg-us_ps_specialty_paid,MEDIUM,7,7,2020-10-05,2020-10-05 09:15:28,2020-10-05 09:15:35,7
cg-us_ts_post_diwm,MEDIUM,292,292,2020-10-05,2020-10-05 14:25:35,2020-10-05 14:30:27,292
cg-us_ts_diwm,MEDIUM,311,311,2020-10-05,2020-10-05 13:54:14,2020-10-05 13:59:25,311
cg-us_ts_diwm,MEDIUM,33,33,2020-10-05,2020-10-05 11:00:30,2020-10-05 11:01:03,33
cg-us_ps_specialty_paid,MEDIUM,205,205,2020-10-05,2020-10-05 13:32:08,2020-10-05 13:35:33,205
cg-us_ts_post,MEDIUM,994,994,2020-10-05,2020-10-05 12:42:16,2020-10-05 12:58:50,994
cg-us_ts_post_diwm,MEDIUM,347,347,2020-10-05,2020-10-05 15:11:44,2020-10-05 15:17:31,347
cg-us_ts_post,MEDIUM,5,5,2020-10-05,2020-10-05 07:29:29,2020-10-05 07:29:34,5
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-05,2020-10-05 10:42:24,2020-10-05 10:42:29,5
cg-us_ps_specialty_paid,MEDIUM,20,20,2020-10-05,2020-10-05 12:06:03,2020-10-05 12:06:23,20
cg-us_ts_post_diwm,MEDIUM,386,386,2020-10-05,2020-10-05 16:57:25,2020-10-05 17:03:51,386
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-05,2020-10-05 10:48:56,2020-10-05 10:49:01,5
cg-us_ts_paid,MEDIUM,257,257,2020-10-05,2020-10-05 13:26:33,2020-10-05 13:30:50,257
cg-us_ps_specialty_paid,MEDIUM,475,475,2020-10-05,2020-10-05 15:13:39,2020-10-05 15:21:34,475
cg-us_ts_post,MEDIUM,1889,1889,2020-10-05,2020-10-05 15:12:08,2020-10-05 15:43:37,1889
cg-us_ts_post,MEDIUM,246,246,2020-10-05,2020-10-05 11:01:26,2020-10-05 11:05:32,246
cg-us_ps_specialty_paid,MEDIUM,4,4,2020-10-05,2020-10-05 16:07:34,2020-10-05 16:07:38,4
cg-us_ts_post_diwm,MEDIUM,153,153,2020-10-05,2020-10-05 12:21:28,2020-10-05 12:24:01,153
cg-us_ts_post_diwm,MEDIUM,187,187,2020-10-05,2020-10-05 12:26:37,2020-10-05 12:29:44,187
cg-us_ts_paid,MEDIUM,26,26,2020-10-05,2020-10-05 06:22:36,2020-10-05 06:23:02,26
cg-us_ts_post,MEDIUM,1860,1860,2020-10-05,2020-10-05 15:01:21,2020-10-05 15:32:21,1860
cg-us_ts_diwm,MEDIUM,52,52,2020-10-05,2020-10-05 09:13:42,2020-10-05 09:14:34,52
cg-us_ts_post,MEDIUM,334,334,2020-10-05,2020-10-05 10:26:47,2020-10-05 10:32:21,334
cg-us_ps_specialty_paid,MEDIUM,475,475,2020-10-05,2020-10-05 15:14:29,2020-10-05 15:22:24,475
cg-us_ts_post_diwm,MEDIUM,61,61,2020-10-05,2020-10-05 10:44:23,2020-10-05 10:45:24,61
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-05,2020-10-05 09:25:39,2020-10-05 09:25:44,5
cg-us_ts_diwm,MEDIUM,4,4,2020-10-05,2020-10-05 06:50:39,2020-10-05 06:50:43,4
cg-us_ts_post,HIGH,21,81,2020-10-05,2020-10-05 08:17:20,2020-10-05 08:17:41,21
cg-us_ts_paid,MEDIUM,176,176,2020-10-05,2020-10-05 11:03:33,2020-10-05 11:06:29,176
cg-us_ps_specialty_paid,MEDIUM,31,31,2020-10-05,2020-10-05 10:33:09,2020-10-05 10:33:40,31
cg-us_ts_post,MEDIUM,2019,2019,2020-10-05,2020-10-05 14:34:07,2020-10-05 15:07:46,2019
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-05,2020-10-05 07:30:13,2020-10-05 07:30:18,5
cg-us_ts_post_diwm,MEDIUM,259,259,2020-10-05,2020-10-05 11:49:43,2020-10-05 11:54:02,259
cg-us_ts_post_diwm,MEDIUM,21,21,2020-10-05,2020-10-05 07:17:10,2020-10-05 07:17:31,21
cg-us_ts_post_diwm,MEDIUM,26,26,2020-10-05,2020-10-05 13:59:16,2020-10-05 13:59:42,26
cg-us_ts_paid,MEDIUM,666,666,2020-10-05,2020-10-05 14:49:05,2020-10-05 15:00:11,666
cg-us_ts_post,MEDIUM,21,21,2020-10-05,2020-10-05 07:34:38,2020-10-05 07:34:59,21
cg-us_ps_specialty_paid,MEDIUM,4,4,2020-10-05,2020-10-05 08:09:30,2020-10-05 08:09:34,4
cg-us_ts_post,MEDIUM,243,243,2020-10-05,2020-10-05 09:02:55,2020-10-05 09:06:58,243
cg-us_ts_post_diwm,MEDIUM,123,123,2020-10-05,2020-10-05 10:36:59,2020-10-05 10:39:02,123
cg-us_ps_specialty_paid,MEDIUM,17,17,2020-10-05,2020-10-05 16:15:42,2020-10-05 16:15:59,17
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-05,2020-10-05 07:53:37,2020-10-05 07:53:42,5
cg-us_ts_post,MEDIUM,16,16,2020-10-05,2020-10-05 07:51:17,2020-10-05 07:51:33,16
cg-us_ps_specialty_paid,MEDIUM,260,260,2020-10-05,2020-10-05 13:42:55,2020-10-05 13:47:15,260
cg-us_ts_diwm,MEDIUM,316,316,2020-10-05,2020-10-05 15:19:46,2020-10-05 15:25:02,316
cg-us_ts_post_diwm,MEDIUM,18,18,2020-10-05,2020-10-05 07:12:37,2020-10-05 07:12:55,18
cg-us_ps_specialty_paid,MEDIUM,13,13,2020-10-05,2020-10-05 11:05:14,2020-10-05 11:05:27,13
cg-us_ts_diwm,MEDIUM,23,23,2020-10-05,2020-10-05 11:16:11,2020-10-05 11:16:34,23
cg-us_ps_specialty_paid,MEDIUM,29,29,2020-10-05,2020-10-05 12:28:43,2020-10-05 12:29:12,29
cg-us_ts_post,HIGH,788,848,2020-10-05,2020-10-05 12:57:32,2020-10-05 13:10:40,788
cg-us_ps_specialty_paid,MEDIUM,102,102,2020-10-05,2020-10-05 12:39:04,2020-10-05 12:40:46,102
cg-us_ts_post,HIGH,49,109,2020-10-05,2020-10-05 07:39:47,2020-10-05 07:40:36,49
cg-us_ts_diwm,MEDIUM,19,19,2020-10-05,2020-10-05 06:56:40,2020-10-05 06:56:59,19
cg-us_ts_post,MEDIUM,817,817,2020-10-05,2020-10-05 12:37:58,2020-10-05 12:51:35,817
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-05,2020-10-05 12:19:20,2020-10-05 12:19:25,5
cg-us_ts_paid,MEDIUM,657,657,2020-10-05,2020-10-05 13:47:48,2020-10-05 13:58:45,657
cg-us_ts_diwm_mobile,MEDIUM,208,208,2020-10-05,2020-10-05 15:59:42,2020-10-05 16:03:10,208
cg-us_ts_post_diwm,MEDIUM,128,128,2020-10-05,2020-10-05 10:58:13,2020-10-05 11:00:21,128
cg-us_ps_specialty_paid,MEDIUM,4,4,2020-10-05,2020-10-05 07:02:08,2020-10-05 07:02:12,4
cg-us_ps_specialty_paid,MEDIUM,25,25,2020-10-05,2020-10-05 11:53:56,2020-10-05 11:54:21,25
cg-us_ps_specialty_paid,MEDIUM,274,274,2020-10-05,2020-10-05 13:39:00,2020-10-05 13:43:34,274
cg-us_ts_post,MEDIUM,319,319,2020-10-05,2020-10-05 08:41:01,2020-10-05 08:46:20,319
cg-us_ps_specialty_paid,MEDIUM,6,6,2020-10-05,2020-10-05 10:35:25,2020-10-05 10:35:31,6
cg-us_ps_specialty_paid,MEDIUM,454,454,2020-10-05,2020-10-05 14:37:52,2020-10-05 14:45:26,454
cg-us_ts_diwm_mobile,MEDIUM,171,171,2020-10-05,2020-10-05 12:48:58,2020-10-05 12:51:49,171
cg-us_ts_post,MEDIUM,209,209,2020-10-05,2020-10-05 08:46:17,2020-10-05 08:49:46,209
cg-us_ts_paid,MEDIUM,276,276,2020-10-05,2020-10-05 13:47:27,2020-10-05 13:52:03,276
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-05,2020-10-05 10:13:10,2020-10-05 10:13:15,5
cg-us_ps_specialty_paid,MEDIUM,4,4,2020-10-05,2020-10-05 10:44:00,2020-10-05 10:44:04,4
cg-us_ts_diwm,MEDIUM,316,316,2020-10-05,2020-10-05 14:03:27,2020-10-05 14:08:43,316
cg-us_ts_post,HIGH,1624,1684,2020-10-05,2020-10-05 13:22:34,2020-10-05 13:49:38,1624
cg-us_ts_post,MEDIUM,198,198,2020-10-05,2020-10-05 16:30:57,2020-10-05 16:34:15,198
cg-us_ts_paid,MEDIUM,765,765,2020-10-05,2020-10-05 15:39:00,2020-10-05 15:51:45,765
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-05,2020-10-05 12:02:42,2020-10-05 12:02:47,5
cg-us_ts_post,MEDIUM,99,99,2020-10-05,2020-10-05 10:32:05,2020-10-05 10:33:44,99
cg-us_ts_paid,MEDIUM,180,180,2020-10-05,2020-10-05 10:35:12,2020-10-05 10:38:12,180
cg-us_ts_post,MEDIUM,1983,1983,2020-10-05,2020-10-05 14:57:48,2020-10-05 15:30:51,1983
cg-us_ps_specialty_paid,MEDIUM,6,6,2020-10-05,2020-10-05 07:40:25,2020-10-05 07:40:31,6
cg-us_ts_post_diwm,MEDIUM,94,94,2020-10-05,2020-10-05 14:32:56,2020-10-05 14:34:30,94
cg-us_ts_post_diwm,MEDIUM,18,18,2020-10-05,2020-10-05 06:51:44,2020-10-05 06:52:02,18
cg-us_ts_post,MEDIUM,22,22,2020-10-05,2020-10-05 08:38:09,2020-10-05 08:38:31,22
cg-us_ts_post,MEDIUM,4,4,2020-10-05,2020-10-05 06:34:20,2020-10-05 06:34:24,4
cg-us_ts_post,HIGH,2245,2305,2020-10-05,2020-10-05 14:36:38,2020-10-05 15:14:03,2245
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-05,2020-10-05 11:59:12,2020-10-05 11:59:17,5
cg-us_ts_post,MEDIUM,4,4,2020-10-05,2020-10-05 07:17:09,2020-10-05 07:17:13,4
cg-us_ps_specialty_paid,MEDIUM,45,45,2020-10-05,2020-10-05 12:53:07,2020-10-05 12:53:52,45
cg-us_ts_post,MEDIUM,826,826,2020-10-05,2020-10-05 11:48:45,2020-10-05 12:02:31,826
cg-us_ps_specialty_paid,MEDIUM,25,25,2020-10-05,2020-10-05 15:00:19,2020-10-05 15:00:44,25
cg-us_ts_diwm_mobile,MEDIUM,29,29,2020-10-05,2020-10-05 14:47:11,2020-10-05 14:47:40,29
cg-us_ts_post_diwm,MEDIUM,356,356,2020-10-05,2020-10-05 11:40:13,2020-10-05 11:46:09,356
cg-us_ts_post_diwm,MEDIUM,75,75,2020-10-05,2020-10-05 10:44:54,2020-10-05 10:46:09,75
cg-us_ts_post,MEDIUM,26,26,2020-10-05,2020-10-05 05:40:12,2020-10-05 05:40:38,26
cg-us_ts_post,MEDIUM,221,221,2020-10-05,2020-10-05 16:22:35,2020-10-05 16:26:16,221
cg-us_ts_post_diwm,MEDIUM,76,76,2020-10-05,2020-10-05 12:32:52,2020-10-05 12:34:08,76
cg-us_ts_post,MEDIUM,75,75,2020-10-05,2020-10-05 14:02:53,2020-10-05 14:04:08,75
cg-us_ts_post,MEDIUM,17,17,2020-10-05,2020-10-05 16:59:25,2020-10-05 16:59:42,17
cg-us_ps_specialty_paid,MEDIUM,465,465,2020-10-05,2020-10-05 14:49:54,2020-10-05 14:57:39,465
cg-us_ts_post_diwm,MEDIUM,487,487,2020-10-05,2020-10-05 14:57:01,2020-10-05 15:05:08,487
cg-us_ts_diwm,MEDIUM,217,217,2020-10-05,2020-10-05 14:25:21,2020-10-05 14:28:58,217
cg-us_ts_post_diwm,MEDIUM,50,50,2020-10-05,2020-10-05 09:16:30,2020-10-05 09:17:20,50
cg-us_ts_post,MEDIUM,57,57,2020-10-05,2020-10-05 12:07:04,2020-10-05 12:08:01,57
cg-us_ts_post,MEDIUM,282,282,2020-10-05,2020-10-05 10:22:09,2020-10-05 10:26:51,282
cg-us_ts_post,MEDIUM,6,6,2020-10-05,2020-10-05 07:15:36,2020-10-05 07:15:42,6
cg-us_ps_specialty_paid,MEDIUM,454,454,2020-10-05,2020-10-05 14:54:44,2020-10-05 15:02:18,454
cg-us_ts_post,MEDIUM,197,197,2020-10-05,2020-10-05 11:04:27,2020-10-05 11:07:44,197
cg-us_ts_post,MEDIUM,82,82,2020-10-05,2020-10-05 09:06:23,2020-10-05 09:07:45,82
cg-us_ts_post,HIGH,1427,1487,2020-10-05,2020-10-05 15:35:03,2020-10-05 15:58:50,1427
cg-us_ts_post,MEDIUM,18,18,2020-10-05,2020-10-05 06:53:09,2020-10-05 06:53:27,18
cg-us_ts_post,MEDIUM,2182,2182,2020-10-05,2020-10-05 14:26:51,2020-10-05 15:03:13,2182
